0.39298,0.41146,0.43358,0.44718,0.45538,0.47477,0.48406,0.4574,0.41558,0.37398,0.35293,0.33844,0.32612,0.31285,0.30516,0.30092,0.2853,0.25869,0.2243,0.19734,0.16429,0.13894,0.11906,0.10827,0.097123,0.086843,0.081086,0.075583,0.07573,0.078553,0.07889,0.0858,0.090208,0.091581,0.093414,0.10213,0.11498,0.13055,0.13895,0.14525,0.14383,0.13779,0.12516,0.11527,0.12317,0.15496,0.20756,0.24772,0.25755,0.22439,0.13972,0.072809
0.30727,0.33504,0.36177,0.37427,0.38597,0.41073,0.42103,0.39992,0.36612,0.32908,0.31678,0.30441,0.28914,0.28013,0.27423,0.26744,0.25574,0.22739,0.19197,0.16685,0.13484,0.1116,0.095485,0.087488,0.075185,0.067629,0.061763,0.056372,0.056467,0.058424,0.060755,0.065212,0.066846,0.072717,0.07497,0.079567,0.091849,0.107,0.11418,0.1204,0.1204,0.11528,0.1055,0.10619,0.11764,0.14862,0.20429,0.24291,0.25119,0.21622,0.12868,0.06033
0.34793,0.37145,0.39945,0.41474,0.43053,0.45507,0.47,0.44724,0.39989,0.35664,0.3413,0.32688,0.31054,0.29764,0.29021,0.2851,0.2695,0.2423,0.2077,0.17847,0.14778,0.12308,0.10429,0.091789,0.078562,0.070162,0.063926,0.060148,0.062192,0.06504,0.069862,0.075906,0.080203,0.079822,0.085965,0.090359,0.10432,0.1167,0.12987,0.13534,0.13351,0.12746,0.11424,0.10606,0.11802,0.14528,0.20021,0.24105,0.24853,0.2142,0.12913,0.065218
0.26891,0.29048,0.32359,0.33767,0.35017,0.37363,0.39603,0.37529,0.33431,0.29882,0.28373,0.27268,0.26133,0.2498,0.24764,0.24222,0.22907,0.2036,0.17139,0.14762,0.11896,0.096871,0.080299,0.071794,0.061039,0.055022,0.049116,0.045666,0.048855,0.050686,0.054001,0.06079,0.064257,0.068455,0.074681,0.080414,0.090479,0.10206,0.11107,0.11561,0.11672,0.11077,0.10133,0.098135,0.1064,0.13198,0.18701,0.22529,0.23665,0.20069,0.12293,0.060098
0.3358,0.36473,0.39666,0.41352,0.43141,0.4606,0.47844,0.45738,0.40195,0.36032,0.34248,0.32783,0.31339,0.29975,0.28999,0.28674,0.27265,0.24319,0.20987,0.18059,0.15086,0.1257,0.10331,0.092985,0.082609,0.071825,0.063249,0.061673,0.061,0.066077,0.068472,0.07564,0.081031,0.083766,0.088838,0.096607,0.11126,0.12955,0.13806,0.14369,0.13987,0.13498,0.12311,0.11806,0.13062,0.16279,0.23091,0.27856,0.28602,0.246,0.15022,0.074914
0.43446,0.46491,0.50073,0.52706,0.54183,0.57137,0.59247,0.56437,0.51215,0.46811,0.45321,0.4376,0.41991,0.4035,0.39408,0.38286,0.36989,0.33607,0.29277,0.25763,0.21905,0.18811,0.16634,0.15088,0.13432,0.12642,0.11806,0.11498,0.11361,0.11667,0.12167,0.12786,0.13643,0.14062,0.14648,0.16009,0.18208,0.20441,0.22176,0.23113,0.23006,0.21878,0.20266,0.18869,0.19608,0.2343,0.30965,0.3696,0.38401,0.3351,0.20696,0.10694
0.29914,0.32685,0.36646,0.39359,0.40969,0.44043,0.46232,0.4452,0.39842,0.36175,0.34972,0.33754,0.32781,0.31108,0.30747,0.30171,0.28976,0.26414,0.22732,0.19549,0.16109,0.13736,0.11821,0.1086,0.099878,0.09225,0.087148,0.082264,0.082016,0.085272,0.090394,0.096187,0.10349,0.10785,0.11291,0.12627,0.14385,0.16501,0.18299,0.19039,0.19069,0.18363,0.16492,0.15351,0.16256,0.20504,0.28276,0.33749,0.34889,0.30188,0.18385,0.087984
0.37787,0.40471,0.43102,0.44596,0.45905,0.48015,0.49713,0.4717,0.42631,0.38463,0.37002,0.35504,0.34164,0.32542,0.31564,0.30985,0.29539,0.26899,0.23427,0.20415,0.16985,0.1441,0.12352,0.11303,0.10134,0.092905,0.084069,0.080221,0.082016,0.08359,0.084101,0.091989,0.097689,0.10251,0.1062,0.11457,0.13036,0.14704,0.16219,0.16842,0.1661,0.15744,0.14165,0.13467,0.14147,0.17855,0.24957,0.29798,0.302,0.25976,0.16098,0.080256
0.54626,0.56564,0.58978,0.59538,0.60426,0.62332,0.63167,0.5982,0.54387,0.49427,0.4734,0.45456,0.43206,0.4124,0.39901,0.38662,0.36458,0.33223,0.29573,0.25945,0.22111,0.19437,0.17276,0.15997,0.14554,0.1335,0.12338,0.11826,0.11588,0.11397,0.11672,0.12161,0.12417,0.12707,0.13046,0.13505,0.15101,0.16671,0.17885,0.18453,0.17959,0.17473,0.16276,0.15565,0.16631,0.20456,0.27812,0.32909,0.33042,0.28016,0.17379,0.088861
0.23999,0.25926,0.28125,0.29544,0.30719,0.33029,0.34126,0.3225,0.28897,0.25694,0.24334,0.23202,0.22188,0.21113,0.20555,0.20341,0.19681,0.17648,0.15157,0.13186,0.10919,0.094291,0.08106,0.074983,0.066948,0.063192,0.056855,0.055343,0.054858,0.056508,0.05936,0.062956,0.064612,0.066802,0.068219,0.075197,0.085535,0.097336,0.10477,0.10858,0.11062,0.10477,0.098296,0.090801,0.09829,0.12849,0.17973,0.21429,0.21636,0.17821,0.10572,0.049257
0.1642,0.17081,0.17341,0.17599,0.17684,0.1819,0.17968,0.16883,0.15154,0.14103,0.13619,0.12747,0.1229,0.11248,0.1089,0.10438,0.10169,0.091492,0.083668,0.072125,0.063441,0.056511,0.052974,0.046036,0.044564,0.043126,0.041081,0.038848,0.037313,0.034594,0.03227,0.028175,0.027479,0.026721,0.025569,0.028508,0.031811,0.035345,0.035925,0.038655,0.037135,0.035401,0.033409,0.034703,0.03557,0.044334,0.061622,0.073363,0.076437,0.060621,0.03563,0.017088
