0.33265,0.36565,0.40216,0.42261,0.44135,0.47409,0.49266,0.46875,0.42615,0.39642,0.38469,0.36983,0.35014,0.32759,0.31791,0.31213,0.29495,0.26096,0.22309,0.18478,0.1526,0.12537,0.10658,0.095217,0.082954,0.071213,0.061351,0.057956,0.055755,0.058517,0.058991,0.060299,0.067275,0.065389,0.069464,0.072794,0.081453,0.095066,0.10449,0.10645,0.11018,0.10616,0.099792,0.098354,0.11261,0.14731,0.20942,0.2504,0.25075,0.20344,0.11423,0.052294
0.36779,0.39611,0.43078,0.45448,0.47093,0.50197,0.51993,0.49709,0.44636,0.4092,0.39157,0.37725,0.36115,0.34349,0.33545,0.32837,0.30592,0.2739,0.23216,0.20124,0.16894,0.14252,0.11709,0.10312,0.089145,0.077782,0.069999,0.065173,0.067181,0.067056,0.069781,0.078305,0.082002,0.086215,0.088902,0.093947,0.10763,0.12753,0.13673,0.14172,0.13933,0.13258,0.12323,0.11977,0.12749,0.16381,0.2271,0.27276,0.27829,0.23587,0.13788,0.063687
0.41024,0.43347,0.45996,0.48024,0.49416,0.52484,0.53899,0.51395,0.46611,0.43014,0.41579,0.39219,0.37488,0.35275,0.34393,0.3323,0.31639,0.28514,0.24523,0.21326,0.18275,0.15583,0.13706,0.12622,0.10963,0.099239,0.087143,0.083896,0.076659,0.076245,0.075604,0.080799,0.0844,0.085963,0.086032,0.091,0.10366,0.1161,0.12506,0.13122,0.129,0.12277,0.11508,0.10931,0.12092,0.15784,0.2255,0.27273,0.27338,0.22425,0.12659,0.060028
0.43353,0.46693,0.50838,0.53254,0.55269,0.58977,0.61593,0.58326,0.52946,0.48443,0.46884,0.44687,0.42372,0.39739,0.38039,0.3723,0.35402,0.31842,0.27374,0.23636,0.19851,0.16833,0.14974,0.13743,0.12122,0.10886,0.098655,0.090955,0.084473,0.083018,0.082732,0.087677,0.090178,0.092352,0.09496,0.10064,0.11274,0.13329,0.14421,0.15009,0.15157,0.14525,0.13585,0.13021,0.14949,0.19772,0.2848,0.3452,0.34159,0.27838,0.15765,0.072827
0.42919,0.45611,0.49401,0.51331,0.52912,0.5628,0.58079,0.55014,0.49119,0.44789,0.42653,0.40895,0.39187,0.37016,0.3597,0.34681,0.32813,0.29467,0.25947,0.2257,0.19197,0.16658,0.14443,0.1294,0.11172,0.10151,0.093573,0.084763,0.08253,0.082743,0.085981,0.092757,0.096937,0.09954,0.10292,0.10904,0.12349,0.13838,0.14686,0.15531,0.15441,0.1484,0.1363,0.13019,0.14117,0.18083,0.24931,0.30062,0.301,0.2514,0.14826,0.072716
0.43089,0.46179,0.50467,0.5296,0.5519,0.58592,0.60897,0.57898,0.5255,0.48154,0.46293,0.44432,0.42677,0.40636,0.39375,0.38405,0.36636,0.33002,0.28363,0.24272,0.19954,0.16939,0.13931,0.12089,0.10145,0.087541,0.078993,0.075698,0.073957,0.077554,0.081841,0.091479,0.097525,0.10365,0.10597,0.11375,0.12958,0.14886,0.15996,0.16564,0.16907,0.15922,0.15059,0.14037,0.14929,0.18253,0.25018,0.30084,0.31303,0.27037,0.15605,0.075625
0.34188,0.37173,0.40555,0.43306,0.45138,0.48723,0.51154,0.48327,0.43279,0.39547,0.37747,0.36159,0.34744,0.33236,0.32392,0.3159,0.29694,0.26873,0.22823,0.19429,0.16153,0.13162,0.10923,0.093043,0.078958,0.069615,0.06231,0.060187,0.060467,0.066738,0.070245,0.080069,0.084586,0.090712,0.093641,0.10449,0.12038,0.13523,0.14767,0.14997,0.15186,0.14659,0.1341,0.13001,0.13507,0.16698,0.23104,0.27649,0.28485,0.2443,0.14357,0.07472
0.57524,0.59984,0.62672,0.63915,0.65028,0.67321,0.68635,0.64319,0.57833,0.52494,0.49765,0.47736,0.45231,0.43173,0.42068,0.40625,0.38638,0.34934,0.30553,0.26935,0.22978,0.20069,0.17295,0.15537,0.13818,0.12488,0.11484,0.11092,0.10769,0.1076,0.10997,0.1148,0.11776,0.12367,0.12384,0.13383,0.14235,0.16036,0.16947,0.17622,0.17107,0.16359,0.1457,0.14095,0.1541,0.18442,0.2557,0.30079,0.30387,0.25431,0.15312,0.081251
0.41853,0.44906,0.48649,0.50882,0.52553,0.55895,0.5742,0.54398,0.48745,0.44117,0.42063,0.39893,0.37991,0.36334,0.34941,0.34389,0.32567,0.29138,0.24765,0.21166,0.17515,0.14787,0.12814,0.11139,0.097608,0.090439,0.082419,0.079043,0.075408,0.078015,0.079827,0.084261,0.089463,0.094983,0.094706,0.10236,0.11341,0.12929,0.13462,0.14439,0.14086,0.13584,0.12562,0.12501,0.1358,0.17143,0.23937,0.29117,0.29842,0.24792,0.14364,0.065761
0.19422,0.21645,0.23919,0.25941,0.27025,0.29684,0.31507,0.29252,0.26115,0.23455,0.22281,0.21173,0.19584,0.18828,0.18265,0.18027,0.17086,0.15132,0.12709,0.10754,0.089844,0.07535,0.061938,0.054224,0.046431,0.040316,0.034824,0.032542,0.034551,0.036208,0.037295,0.041786,0.04309,0.046465,0.048185,0.050848,0.057222,0.066356,0.072281,0.076117,0.078239,0.075019,0.067566,0.065135,0.074026,0.10153,0.14348,0.17635,0.17652,0.14144,0.079398,0.035023
