0.31961,0.33195,0.3428,0.35779,0.37258,0.38965,0.40216,0.41135,0.42002,0.42758,0.43697,0.44829,0.46367,0.47409,0.48588,0.49262,0.491,0.48099,0.46375,0.44611,0.41839,0.40714,0.39642,0.39277,0.38786,0.3831,0.37655,0.36983,0.358,0.35014,0.33526,0.32986,0.32315,0.31918,0.31696,0.31561,0.31213,0.30468,0.29495,0.28677,0.26673,0.25338,0.23629,0.22309,0.20061,0.18478,0.16783,0.15685,0.14148,0.13385,0.1208,0.11369,0.10658,0.10111,0.095217,0.090439,0.084722,0.080386,0.075959,0.071213,0.067884,0.061351,0.062723,0.057956,0.058397,0.057505,0.054225,0.056243,0.058517,0.056993,0.058991,0.059915,0.062985,0.062763,0.063618,0.06621,0.067543,0.065389,0.06708,0.069464,0.069314,0.071746,0.07293,0.07723,0.081453,0.091894,0.094081,0.10043,0.10098,0.10562,0.10682,0.10645,0.10804,0.11018,0.10866,0.10712,0.10328,0.10076,0.10077,0.10071,0.1005,0.098934,0.098212,0.096183,0.098354,0.097079,0.09949,0.10198,0.10916,0.11261,0.11677,0.12187,0.13738,0.14731,0.15475,0.16467,0.18399,0.19781,0.20942,0.21709,0.23434,0.23988,0.24486,0.2504,0.25855,0.25632,0.25487,0.2545,0.25075,0.23645,0.2264,0.21673,0.20344,0.17269,0.15848,0.14472,0.13013,0.10059,0.088499,0.078724,0.068509,0.052294,0.047011,0.041064,0.036208
0.35361,0.36499,0.37952,0.39243,0.40061,0.41739,0.43078,0.44405,0.44939,0.45443,0.46579,0.4743,0.49155,0.50197,0.51578,0.52136,0.5184,0.51062,0.48727,0.46779,0.43968,0.42161,0.4092,0.40266,0.3937,0.38959,0.38078,0.37725,0.36553,0.36115,0.35244,0.34824,0.34182,0.33748,0.33455,0.32824,0.32837,0.31822,0.30592,0.29698,0.27905,0.26834,0.24568,0.23216,0.21425,0.20124,0.1846,0.17531,0.15722,0.14811,0.13767,0.13005,0.11709,0.11173,0.10312,0.097981,0.093018,0.086089,0.082134,0.077782,0.074167,0.069999,0.067954,0.065173,0.064872,0.063758,0.065522,0.065654,0.067056,0.0692,0.069781,0.073746,0.073774,0.077217,0.081301,0.082294,0.084679,0.086215,0.086791,0.088902,0.093077,0.094643,0.095567,0.10375,0.10763,0.11699,0.12443,0.12978,0.13298,0.13824,0.14115,0.14172,0.14343,0.14183,0.13817,0.13617,0.12906,0.12751,0.12806,0.12643,0.12201,0.12263,0.12135,0.11891,0.11977,0.11876,0.11958,0.11883,0.12058,0.12749,0.1302,0.13913,0.15193,0.16381,0.17344,0.18238,0.20473,0.21585,0.2271,0.23555,0.25466,0.2605,0.26786,0.27276,0.27998,0.28299,0.28209,0.28136,0.27829,0.27081,0.2624,0.24913,0.23587,0.20364,0.18845,0.16948,0.15305,0.12239,0.1091,0.09648,0.083949,0.063687,0.056281,0.050401,0.045093
0.39786,0.40864,0.4162,0.42553,0.43958,0.45251,0.45996,0.47336,0.47993,0.4845,0.49348,0.49674,0.51172,0.52484,0.53476,0.53816,0.52894,0.52288,0.50408,0.48331,0.45958,0.44532,0.43014,0.42247,0.41588,0.41023,0.4038,0.39219,0.38237,0.37488,0.36597,0.3564,0.34616,0.34468,0.34159,0.33939,0.3323,0.32706,0.31639,0.30665,0.29162,0.2785,0.25851,0.24523,0.2261,0.21326,0.20155,0.1885,0.17562,0.16467,0.15354,0.14797,0.13706,0.13083,0.12622,0.12109,0.114,0.10793,0.10191,0.099239,0.09307,0.087143,0.084649,0.083896,0.07804,0.077087,0.075225,0.074558,0.076245,0.077907,0.075604,0.079602,0.080853,0.080168,0.081643,0.083469,0.084869,0.085963,0.085737,0.086032,0.087696,0.091124,0.094531,0.098834,0.10366,0.10875,0.11511,0.11937,0.12319,0.13035,0.13027,0.13122,0.13062,0.13246,0.12898,0.12553,0.12117,0.11915,0.11854,0.11734,0.11397,0.11345,0.10984,0.11125,0.10931,0.1098,0.11065,0.11089,0.11582,0.12092,0.12705,0.1313,0.14736,0.15784,0.16859,0.17818,0.20249,0.21316,0.2255,0.23443,0.25545,0.26279,0.2677,0.27273,0.2786,0.27845,0.27925,0.27724,0.27338,0.25919,0.24992,0.2384,0.22425,0.19323,0.17353,0.1565,0.14297,0.11382,0.10124,0.088048,0.078747,0.060028,0.053389,0.045875,0.04009
0.40866,0.42522,0.43947,0.46093,0.47215,0.4964,0.50838,0.52076,0.52763,0.53581,0.54879,0.5592,0.57831,0.58977,0.60854,0.61358,0.61037,0.60395,0.57069,0.55115,0.51812,0.50191,0.48443,0.47582,0.47127,0.46521,0.45686,0.44687,0.43304,0.42372,0.41086,0.40037,0.39051,0.3851,0.38078,0.37455,0.3723,0.369,0.35402,0.34839,0.32499,0.31117,0.28965,0.27374,0.25094,0.23636,0.21824,0.20513,0.1882,0.17906,0.16779,0.16355,0.14974,0.14448,0.13743,0.12949,0.12338,0.11926,0.11268,0.10886,0.10343,0.098655,0.095351,0.090955,0.090082,0.086469,0.084301,0.08237,0.083018,0.086387,0.082732,0.085022,0.089601,0.09069,0.090353,0.091408,0.093228,0.092352,0.095307,0.09496,0.097445,0.10205,0.10455,0.11116,0.11274,0.12628,0.12988,0.13866,0.14293,0.14679,0.15034,0.15009,0.1501,0.15174,0.1456,0.14666,0.14257,0.13981,0.13779,0.13685,0.13391,0.13329,0.13186,0.13211,0.13021,0.1315,0.13471,0.13729,0.14602,0.14949,0.15583,0.16345,0.18381,0.19772,0.208,0.22194,0.25355,0.26949,0.2848,0.29834,0.32168,0.33172,0.34034,0.3452,0.34924,0.35058,0.35128,0.34836,0.34159,0.32674,0.31304,0.29868,0.27838,0.24066,0.21922,0.19927,0.17866,0.13911,0.12369,0.10996,0.096829,0.072827,0.06242,0.056005,0.051025
0.41599,0.4261,0.43439,0.45085,0.46285,0.48172,0.49401,0.50408,0.51263,0.5169,0.52499,0.53582,0.5479,0.5628,0.57573,0.58074,0.5754,0.56648,0.53805,0.51494,0.48169,0.46538,0.44789,0.4386,0.42755,0.42266,0.41511,0.40895,0.39546,0.39187,0.38178,0.37287,0.36391,0.36248,0.36,0.35299,0.34681,0.33815,0.32813,0.31858,0.30332,0.29012,0.27014,0.25947,0.24186,0.2257,0.20958,0.19967,0.18464,0.17422,0.16044,0.15579,0.14443,0.13834,0.1294,0.12437,0.11336,0.11074,0.10597,0.10151,0.095714,0.093573,0.088147,0.084763,0.084389,0.082761,0.082377,0.083392,0.082743,0.086158,0.085981,0.090032,0.092626,0.093892,0.097393,0.097908,0.10035,0.09954,0.10127,0.10292,0.10608,0.10866,0.11047,0.11843,0.12349,0.13044,0.13795,0.14336,0.14689,0.15462,0.15488,0.15531,0.1559,0.15294,0.15288,0.15019,0.14361,0.14458,0.14074,0.13951,0.1367,0.13252,0.13079,0.13117,0.13019,0.13223,0.13172,0.1324,0.13893,0.14117,0.14538,0.15292,0.17125,0.18083,0.19232,0.20272,0.22587,0.23823,0.24931,0.26256,0.27889,0.28921,0.29518,0.30062,0.30591,0.30653,0.30573,0.30374,0.301,0.28814,0.27684,0.2641,0.2514,0.21839,0.20172,0.18265,0.16517,0.1322,0.11655,0.10261,0.091152,0.072716,0.064526,0.056498,0.05091
0.41494,0.42431,0.43582,0.45448,0.47069,0.48814,0.50467,0.51658,0.52302,0.53589,0.54348,0.55797,0.57253,0.58592,0.59907,0.60858,0.60288,0.59475,0.56902,0.55085,0.51421,0.49688,0.48154,0.47071,0.46821,0.4608,0.45267,0.44432,0.43268,0.42677,0.41622,0.40949,0.40013,0.39844,0.39368,0.39116,0.38405,0.37827,0.36636,0.3569,0.33812,0.32339,0.30058,0.28363,0.26017,0.24272,0.22095,0.20789,0.18903,0.17649,0.16201,0.15228,0.13931,0.12798,0.12089,0.11225,0.10484,0.10182,0.093216,0.087541,0.083325,0.078993,0.07915,0.075698,0.076735,0.076437,0.074701,0.075705,0.077554,0.079618,0.081841,0.088049,0.091234,0.093138,0.096491,0.096205,0.10171,0.10365,0.1031,0.10597,0.11044,0.1112,0.11527,0.1255,0.12958,0.1398,0.14408,0.15329,0.15908,0.1626,0.16635,0.16564,0.16902,0.16976,0.16641,0.16183,0.15982,0.15778,0.15582,0.15297,0.15064,0.14732,0.14589,0.14318,0.14037,0.14018,0.14074,0.14157,0.14643,0.14929,0.15314,0.15705,0.1736,0.18253,0.19139,0.20249,0.22505,0.23796,0.25018,0.26053,0.27791,0.28816,0.29576,0.30084,0.31041,0.31413,0.3144,0.31557,0.31303,0.30522,0.29434,0.28117,0.27037,0.2308,0.2116,0.19238,0.17361,0.14036,0.12508,0.11078,0.097501,0.075625,0.064176,0.055564,0.050162
0.32048,0.33659,0.34791,0.36177,0.37753,0.39656,0.40555,0.4245,0.43023,0.43516,0.4482,0.45791,0.47236,0.48723,0.50242,0.50797,0.50615,0.49909,0.47638,0.45483,0.42381,0.40778,0.39547,0.38374,0.37828,0.37609,0.3649,0.36159,0.34981,0.34744,0.33708,0.33324,0.32481,0.3232,0.32107,0.32194,0.3159,0.30904,0.29694,0.2912,0.27286,0.26006,0.24427,0.22823,0.20854,0.19429,0.17669,0.167,0.15123,0.13995,0.12753,0.11859,0.10923,0.1022,0.093043,0.090299,0.083047,0.077439,0.071041,0.069615,0.064249,0.06231,0.06188,0.060187,0.059599,0.061892,0.060887,0.064022,0.066738,0.067638,0.070245,0.074395,0.076925,0.080309,0.083909,0.087457,0.08781,0.090712,0.092994,0.093641,0.097616,0.10243,0.10744,0.11251,0.12038,0.12774,0.13419,0.13992,0.14427,0.14919,0.14979,0.14997,0.15177,0.1506,0.14998,0.14831,0.14447,0.14261,0.13795,0.13788,0.13368,0.13222,0.13196,0.13111,0.13001,0.12806,0.12728,0.12799,0.13326,0.13507,0.14051,0.14556,0.1592,0.16698,0.17727,0.1876,0.2099,0.22099,0.23104,0.23974,0.25627,0.2632,0.2699,0.27649,0.28453,0.28803,0.28755,0.28718,0.28485,0.27535,0.2664,0.25679,0.2443,0.21302,0.1964,0.17825,0.16028,0.12864,0.11669,0.10427,0.090984,0.07472,0.062928,0.054438,0.049203
0.56313,0.56907,0.57854,0.59368,0.60434,0.62156,0.62672,0.6357,0.64047,0.6393,0.64732,0.65294,0.66518,0.67321,0.68308,0.68443,0.67619,0.66278,0.63041,0.60487,0.56873,0.54628,0.52494,0.51512,0.50324,0.49479,0.48734,0.47736,0.4639,0.45231,0.4426,0.43681,0.42615,0.42436,0.41925,0.41439,0.40625,0.39942,0.38638,0.375,0.35729,0.34308,0.32112,0.30553,0.28134,0.26935,0.24911,0.23564,0.22129,0.21061,0.1969,0.18499,0.17295,0.1676,0.15537,0.14903,0.14135,0.13613,0.12965,0.12488,0.11792,0.11484,0.11241,0.11092,0.11029,0.10783,0.10748,0.10789,0.1076,0.11081,0.10997,0.11239,0.11335,0.11856,0.11897,0.12132,0.12243,0.12367,0.12444,0.12384,0.12656,0.13442,0.13328,0.1395,0.14235,0.15158,0.16012,0.16526,0.16499,0.17186,0.17431,0.17622,0.17037,0.17223,0.16581,0.16773,0.15899,0.15765,0.15599,0.15146,0.14754,0.14571,0.14508,0.14496,0.14095,0.14112,0.14243,0.14407,0.14877,0.1541,0.15714,0.16241,0.17666,0.18442,0.19762,0.21202,0.23205,0.24591,0.2557,0.26252,0.28135,0.28903,0.29587,0.30079,0.30675,0.30697,0.30788,0.3087,0.30387,0.29252,0.28114,0.27004,0.25431,0.22143,0.20589,0.18766,0.16911,0.13813,0.12352,0.10842,0.095683,0.081251,0.071535,0.060971,0.055492
0.40241,0.41182,0.42163,0.44178,0.45363,0.47704,0.48649,0.49592,0.50493,0.50928,0.52006,0.52862,0.54732,0.55895,0.57256,0.5733,0.57148,0.56042,0.53228,0.51019,0.47882,0.45845,0.44117,0.43228,0.42367,0.41754,0.40862,0.39893,0.39093,0.37991,0.37058,0.36627,0.35586,0.3534,0.34732,0.34843,0.34389,0.33719,0.32567,0.31617,0.29837,0.28476,0.26383,0.24765,0.22501,0.21166,0.18998,0.1813,0.16534,0.15368,0.14438,0.13635,0.12814,0.12146,0.11139,0.10844,0.10016,0.097132,0.090907,0.090439,0.082499,0.082419,0.077776,0.079043,0.075041,0.075687,0.076193,0.077921,0.078015,0.079077,0.079827,0.082217,0.084404,0.087613,0.090395,0.091038,0.091662,0.094983,0.095674,0.094706,0.096784,0.099757,0.10619,0.10816,0.11341,0.12277,0.12712,0.13224,0.13626,0.13938,0.14254,0.14439,0.14273,0.14237,0.1385,0.13808,0.13459,0.13351,0.13135,0.12888,0.12436,0.12574,0.12291,0.12311,0.12501,0.1238,0.12331,0.12412,0.13279,0.1358,0.14007,0.1453,0.15989,0.17143,0.18264,0.19188,0.21478,0.22789,0.23937,0.25074,0.27237,0.28028,0.28465,0.29117,0.29867,0.30054,0.30259,0.30186,0.29842,0.28596,0.27626,0.26407,0.24792,0.21364,0.19507,0.17771,0.16025,0.1268,0.11093,0.09718,0.085903,0.065761,0.056987,0.051481,0.04569
0.18058,0.1849,0.19738,0.20785,0.21981,0.23349,0.23919,0.25128,0.25765,0.26023,0.26963,0.27661,0.28849,0.29684,0.30794,0.31339,0.31045,0.30435,0.28779,0.27699,0.25297,0.24443,0.23455,0.22994,0.22364,0.22121,0.21509,0.21173,0.20416,0.19584,0.19192,0.18925,0.18423,0.18518,0.18154,0.18233,0.18027,0.17585,0.17086,0.1631,0.1556,0.14704,0.13611,0.12709,0.11102,0.10754,0.096342,0.090854,0.079926,0.079739,0.072155,0.067922,0.061938,0.057483,0.054224,0.052962,0.049145,0.046741,0.043542,0.040316,0.037868,0.034824,0.033428,0.032542,0.03116,0.033555,0.033459,0.036392,0.036208,0.03865,0.037295,0.038348,0.038734,0.039264,0.04182,0.043779,0.044027,0.046465,0.046756,0.048185,0.050588,0.051415,0.052154,0.057072,0.057222,0.063374,0.065912,0.071332,0.073461,0.074286,0.074967,0.076117,0.077764,0.076895,0.077636,0.077285,0.072233,0.072981,0.072379,0.070939,0.067788,0.065577,0.065024,0.065442,0.065135,0.065645,0.06304,0.065243,0.070707,0.074026,0.078807,0.08344,0.092611,0.10153,0.10691,0.11266,0.12828,0.13551,0.14348,0.15325,0.16673,0.17165,0.17464,0.17635,0.18077,0.18059,0.17983,0.181,0.17652,0.16728,0.16202,0.15156,0.14144,0.12252,0.11303,0.10334,0.092026,0.071763,0.063305,0.054208,0.04829,0.035023,0.029794,0.024664,0.022365
