0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.45599574,0.47819924,0.50364983,0.5154131,0.52009946,0.53514004,0.492837,0.43651465,0.40593538,0.37621698,0.35130778,0.33981746,0.31808215,0.28858992,0.23714073,0.20114373,0.16501592,0.14699037,0.13703977,0.13291356,0.11462822,0.10559527,0.105408646,0.0984437,0.0875252,0.080104284,0.07674527,0.08091245,0.08623433,0.10049237,0.10699271,0.10584828,0.10353174,0.10966226,0.13326532,0.18042457,0.26938447,0.2941929,0.23817816,0.109855495,0.039630417
1.9128395,2.1132119,2.2451253,2.2711961,2.2647402,2.1396515,1.9986233,1.8504168,1.746702,1.6425403,1.5634787,1.5087371,1.4629171,1.381306,1.2047244,1.0124112,0.8066905,0.6943658,0.62864697,0.5718401,0.5613659,0.57728726,0.5931864,0.5681219,0.52096087,0.5120735,0.53231454,0.5373019,0.50084263,0.46347347,0.46758285,0.45385182,0.43781716,0.47956693,0.60624397,0.7333156,0.9027729,0.99505395,0.90420914,0.6418146,0.3674002
0.8175874,0.8728812,0.8802336,0.85945493,0.87773913,0.865019,0.7157182,0.55484766,0.48204008,0.4236443,0.38670453,0.360304,0.3469668,0.33027077,0.2872482,0.26398477,0.24008834,0.22741671,0.212857,0.20170657,0.19557258,0.18760695,0.19314343,0.20626388,0.22264385,0.23199037,0.23588294,0.2417941,0.2645678,0.288649,0.3028943,0.299877,0.28357986,0.2781051,0.3231211,0.43499863,0.55004233,0.5580337,0.41645384,0.24452086,0.13847558
0.42700937,0.453809,0.46558377,0.46288836,0.4652782,0.46552473,0.41239095,0.3455743,0.3122478,0.2975565,0.2867652,0.27694112,0.2626361,0.24298395,0.21403848,0.18137832,0.15725806,0.14206485,0.1312692,0.11835626,0.113147244,0.10656851,0.10991691,0.11510709,0.11528138,0.121272996,0.12794363,0.13187617,0.13949738,0.14703469,0.15012974,0.15022264,0.145282,0.14994559,0.16718271,0.21268192,0.2640527,0.27673912,0.22604957,0.14160717,0.08526843
0.25587317,0.28836155,0.31948593,0.33201143,0.33379847,0.32275122,0.30223888,0.27739215,0.26288736,0.24614352,0.23071617,0.21878262,0.20576833,0.18748213,0.15864536,0.13393417,0.11273347,0.09812985,0.085741304,0.078226075,0.07098944,0.062479608,0.05626635,0.0516553,0.051073212,0.049778674,0.047587797,0.047156643,0.050219327,0.052911334,0.052896306,0.050306473,0.048417807,0.05245865,0.0670872,0.09469085,0.12720335,0.13391171,0.10244646,0.05527252,0.019824402
0.68936324,0.7477757,0.8056904,0.84901357,0.8844088,0.8719908,0.82362604,0.771353,0.7330025,0.6817249,0.6437912,0.6129623,0.5603287,0.4845741,0.39296252,0.33270186,0.28484997,0.2582894,0.23899631,0.2212258,0.20560281,0.18850406,0.17729905,0.17048344,0.16971782,0.17087707,0.17130418,0.17130418,0.17567082,0.18111722,0.18397191,0.18560953,0.18336374,0.18272299,0.19589029,0.23083732,0.26157764,0.23603454,0.18068899,0.14888425,0.13804689
0.20342821,0.20913567,0.21025658,0.20141397,0.19713494,0.18115337,0.15318653,0.12660268,0.11134981,0.09738057,0.08578557,0.08074153,0.07842044,0.07300808,0.063091576,0.054677315,0.04752999,0.043713514,0.040734127,0.037495017,0.03437683,0.031611357,0.03131615,0.033170477,0.034722332,0.036621325,0.03714577,0.03846126,0.043217205,0.04700058,0.04823569,0.047890455,0.046046134,0.046410743,0.057307746,0.07907569,0.09971973,0.09847763,0.07556605,0.046811726,0.027936788
0.7166462,0.7883187,0.827886,0.83140707,0.820692,0.7840831,0.7350106,0.6793293,0.64749205,0.62551016,0.6023394,0.5842858,0.5658009,0.5334031,0.47609115,0.41945717,0.3635935,0.33104026,0.30596215,0.2885005,0.26655376,0.24462064,0.23809423,0.23849009,0.24016207,0.23549749,0.2305792,0.22803837,0.23322865,0.23935169,0.23468249,0.23105124,0.23662111,0.25765747,0.30800414,0.38989216,0.46739942,0.47011757,0.3811893,0.2527296,0.14030756
0.41086987,0.4496481,0.47182885,0.49026865,0.5120617,0.50351554,0.45995963,0.41693467,0.39800358,0.3688775,0.34262422,0.3263918,0.31784946,0.29786855,0.25784072,0.22085635,0.18800144,0.17012356,0.15933701,0.14871816,0.14000463,0.13041201,0.124246106,0.11857027,0.113750465,0.1109806,0.11416491,0.12610584,0.14297606,0.15990752,0.16992116,0.16788027,0.15468886,0.14270736,0.15402713,0.20268749,0.25923806,0.25864866,0.18547457,0.108754255,0.069444135
0.17888087,0.19941655,0.21866873,0.23214526,0.24818876,0.25588965,0.24562182,0.23022005,0.21610178,0.1968496,0.18914871,0.1840148,0.16732956,0.14782067,0.12715665,0.11368011,0.1023855,0.087753825,0.07260876,0.057848748,0.04847935,0.04142021,0.038724903,0.03846821,0.038404033,0.039687514,0.0389816,0.03949499,0.0421903,0.044243865,0.046169087,0.04610491,0.04494978,0.045527343,0.05335657,0.07414894,0.09750827,0.09019244,0.061955884,0.040585946,0.031550255
0.20084096,0.2252165,0.25618464,0.27575314,0.29689702,0.31700534,0.30026913,0.26361367,0.24684493,0.23492448,0.22305198,0.21684462,0.21375929,0.20007232,0.1798262,0.15662545,0.13381965,0.11638054,0.0985909,0.08443956,0.07319835,0.05928951,0.050682396,0.05222204,0.055271044,0.059552647,0.06170252,0.06320731,0.072312325,0.080316365,0.08950802,0.09521147,0.09352621,0.08768055,0.09674223,0.13172759,0.18597196,0.20394783,0.16787697,0.096708745,0.04426466
