0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0.45744643,0.49005538,0.50942713,0.52216023,0.53514004,0.525665,0.49320182,0.46435994,0.44396275,0.41293496,0.38137937,0.3537934,0.31719422,0.27343154,0.22257653,0.18698023,0.16093743,0.14573413,0.13482134,0.124448195,0.109412,0.08970894,0.077897385,0.06866053,0.06507545,0.06482739,0.06501344,0.06486682,0.0673105,0.07005338,0.07170282,0.07274175,0.071636185,0.06959521,0.08062812,0.10696068,0.12961139,0.114386626,0.0754782,0.051124793,0.039630417
1.9818784,2.1392372,2.0912461,1.9253979,1.818628,1.5356985,1.0560194,0.6548522,0.5375184,0.37980005,2.2711961,1.9916848,2.0361872,1.9646546,1.5504687,1.1302941,0.8365818,0.7378111,0.71961015,0.7520431,0.7861599,0.85322434,0.91048145,0.9263287,0.3674002,0.40623572,0.43075737,0.46022236,0.50913656,0.5524725,0.5823659,0.59551203,0.59698814,0.6015228,0.6737119,0.87911296,1.1173066,1.1735598,0.9288547,0.5965505,0.4317247
0.5936605,0.6928302,0.79492545,0.85449916,0.8802336,0.8587595,0.78804463,0.7086616,0.6576043,0.6006104,0.56410533,0.5495219,0.5396868,0.52048457,0.47066984,0.39886814,0.31043765,0.25728402,0.23656638,0.24442725,0.26318294,0.26817706,0.26445568,0.26908138,0.27554122,0.27560127,0.282526,0.31274924,0.33620805,0.35126862,0.36705732,0.37667498,0.36494702,0.34381565,0.34126312,0.3996313,0.50303334,0.5466815,0.46366984,0.29432702,0.13847558
0.36928636,0.39221907,0.42394438,0.44980112,0.46558377,0.4648941,0.45013413,0.42989853,0.40683165,0.3726063,0.34634307,0.33036342,0.3059229,0.26954973,0.22139268,0.18665136,0.16121943,0.14598264,0.13604611,0.12889068,0.121408686,0.11217359,0.10600193,0.10147591,0.09971099,0.09970524,0.0997517,0.09996723,0.10176103,0.10419152,0.105657086,0.105050586,0.1040701,0.103760466,0.1074675,0.12237427,0.14054523,0.13531333,0.10992448,0.092645474,0.08526843
0.2565626,0.28010875,0.29846266,0.31253615,0.32926825,0.33379847,0.3123327,0.29373854,0.28896537,0.27502522,0.25589165,0.23495531,0.21016201,0.18494451,0.15821208,0.13910213,0.12220436,0.11052691,0.1022293,0.09304587,0.08372498,0.071295395,0.06270303,0.05434152,0.0484474,0.046987228,0.045611117,0.044951,0.04697035,0.049727153,0.05114447,0.051927857,0.051002946,0.04891495,0.05488838,0.07836771,0.10484102,0.09319148,0.057405893,0.030408004,0.019824402
0.736968,0.81755674,0.8688405,0.87525094,0.8844088,0.8431986,0.74063104,0.6453898,0.60051656,0.58586407,0.56068003,0.5583906,0.5547275,0.50527525,0.4109498,0.3312768,0.27083522,0.23557761,0.20856206,0.18841486,0.17834127,0.1664361,0.16368876,0.1719308,0.17879917,0.18795699,0.18658331,0.19665691,0.22596192,0.24427754,0.25893006,0.2561827,0.2511459,0.25251958,0.3257821,0.46040195,0.5840325,0.5913587,0.45124415,0.26305106,0.13804689
0.18153289,0.20307565,0.20912273,0.20950069,0.21025658,0.20307565,0.18720204,0.17359607,0.16943872,0.16641517,0.16055705,0.1588563,0.15432099,0.14109297,0.11879432,0.1029207,0.09044858,0.07079554,0.06701611,0.058323417,0.04774101,0.04244981,0.039690822,0.040484503,0.04377261,0.038916036,0.039539643,0.039275084,0.040560093,0.04736307,0.05038661,0.050575584,0.044717465,0.045095406,0.05454399,0.07192937,0.09989717,0.106700145,0.077220574,0.045851294,0.027936788
0.67744553,0.73522615,0.78562206,0.8038447,0.8313222,0.83140707,0.7472752,0.6379073,0.5898948,0.5500981,0.52032506,0.49827796,0.46976474,0.4381264,0.39438647,0.35255396,0.30764216,0.27251747,0.2446185,0.2228732,0.20493454,0.1866287,0.17710596,0.17747232,0.1813048,0.18636203,0.18894297,0.19108288,0.1962511,0.2015183,0.20617735,0.20735142,0.20274363,0.19687973,0.2011334,0.2270174,0.26648736,0.28224042,0.2415528,0.17702523,0.14030756
0.44918787,0.4791276,0.5100577,0.5041937,0.5120617,0.4957542,0.40422392,0.32354832,0.2885325,0.24248704,0.19401966,0.16182287,0.13338058,0.109473065,0.075915165,0.43906432,0.33466247,0.25317928,0.19411007,0.1463749,0.13193245,0.13894127,0.17157646,0.22111045,0.27888346,0.069444135,0.07674078,0.08339094,0.09471126,0.10902591,0.120086946,0.12757413,0.12858717,0.12921938,0.14659752,0.19988729,0.27427495,0.28441694,0.21054165,0.12440426,0.08377244
0.19159444,0.21723601,0.2405651,0.25061035,0.25588965,0.2533876,0.23434027,0.20818642,0.19304903,0.17989051,0.17096537,0.16788688,0.1636733,0.15289976,0.13342193,0.114860706,0.095856406,0.08061978,0.06650107,0.057632938,0.055629503,0.058622204,0.06330026,0.067257896,0.069521464,0.07268125,0.076172486,0.08254065,0.08884777,0.09357638,0.09925285,0.10167926,0.09632603,0.088185996,0.084493004,0.09834132,0.12706526,0.14029822,0.11958361,0.074636735,0.031550255
0.18213353,0.21974742,0.25756517,0.27698272,0.30983925,0.31700534,0.26314372,0.20945348,0.19811839,0.18264167,0.17564963,0.17049077,0.16376345,0.14778791,0.12754291,0.11126336,0.101929545,0.08839675,0.077923514,0.06576976,0.060805853,0.055760805,0.05808029,0.06301976,0.06711547,0.06954673,0.07259981,0.07544122,0.08344769,0.09313993,0.09836089,0.09481018,0.089218915,0.08611453,0.11198805,0.16202475,0.21224843,0.2105366,0.15535292,0.08410407,0.04426466
0.09788597,0.11057161,0.11916366,0.11984941,0.11740362,0.11296141,0.10537796,0.09702819,0.094976835,0.09312791,0.088619776,0.085319676,0.08271482,0.077124685,0.068382375,0.06294957,0.05992902,0.056556486,0.051011197,0.045939878,0.043057047,0.041209873,0.041208234,0.04115133,0.042191256,0.042986494,0.042887088,0.042139396,0.041927483,0.04198912,0.04211499,0.042266842,0.042827185,0.043575373,0.048373725,0.05846428,0.070548214,0.07380216,0.062215626,0.043339133,0.026813129
0.75806946,0.94113517,1.0807933,1.1436175,1.204345,1.2159939,1.1092231,1.0171912,0.97228265,0.9028775,0.8536998,0.8169736,0.7652543,0.6946309,0.59135914,0.52046067,0.4436088,0.39527744,0.35258594,0.31820896,0.2887668,0.27250934,0.26656416,0.2774379,0.29604122,0.3081256,0.3160947,0.32552963,0.34630245,0.37087888,0.3831497,0.38692313,0.38000897,0.37309635,0.38938382,0.46755755,0.5885062,0.6141243,0.4910109,0.32754323,0.24160348
0.9836336,1.0541824,1.0937828,1.1237073,1.1161497,1.0635995,1.000024,0.91065615,0.85896784,0.83747256,0.8023226,0.75726587,0.68400496,0.637982,0.5998885,0.5384376,0.446649,0.3636487,0.30632114,0.28780094,0.27951208,0.27279806,0.2597788,0.2438194,0.25390244,0.27670205,0.29361886,0.30667052,0.30702385,0.3212109,0.32452613,0.3131162,0.29782045,0.28393486,0.30733457,0.36803848,0.44080886,0.45403504,0.3843163,0.27980873,0.1920386
0.49621755,0.5241873,0.5437624,0.56442606,0.5792769,0.56724507,0.52935153,0.50065595,0.4835245,0.44363958,0.4089893,0.3868292,0.36893922,0.34416223,0.31529132,0.29088315,0.26399806,0.24250358,0.22413106,0.20237993,0.18215287,0.15913182,0.14602482,0.13336562,0.12664609,0.119655974,0.11507771,0.116665944,0.12617587,0.13471723,0.13608675,0.13458605,0.12748438,0.1277871,0.15995674,0.22591347,0.2721481,0.24141513,0.15361817,0.09797092,0.07295928
0.13177893,0.13924201,0.14654125,0.15017933,0.15626903,0.15786941,0.14753303,0.13623074,0.1323622,0.12398688,0.11459074,0.109160036,0.10478715,0.09937726,0.087025665,0.076372206,0.06860057,0.06510881,0.06093087,0.05891299,0.056071635,0.054070923,0.050551385,0.04619908,0.03984299,0.036292695,0.033708617,0.033237223,0.03532923,0.036619302,0.03772575,0.038982615,0.037523758,0.037470944,0.04354222,0.061947167,0.080183014,0.081167474,0.058864966,0.03660637,0.022214843
0.22890118,0.2199939,0.20334978,0.1871656,0.17810547,0.1711312,0.163788,0.14402562,0.13660213,0.12445064,0.11551193,0.10288601,0.101431265,0.09389232,0.089906074,0.08350353,0.077213846,0.07157767,0.072464496,0.06356481,0.061525732,0.06178258,0.05265414,0.05457955,0.048593238,0.048307627,0.05175561,0.048974458,0.049761467,0.04828987,0.045808226,0.044350162,0.048575193,0.045080848,0.046920683,0.039032243,0.04571712,0.04054543,0.046364456,0.03894906,0.043326583
0.40088126,0.39555234,0.43685618,0.4409718,0.46390036,0.45502204,0.40260363,0.3365775,0.3215947,0.2820656,0.25906566,0.24580048,0.22778685,0.21262802,0.19760714,0.15845871,0.14768194,0.15024172,0.13379347,0.1185014,0.10802915,0.11174511,0.11967661,0.1153326,0.09800889,0.113548376,0.111854546,0.10003102,0.10684917,0.105650164,0.104869865,0.12561929,0.11471407,0.10873332,0.15428598,0.20639509,0.26636913,0.24823655,0.17511156,0.11886776,0.07593674
0.21496002,0.22200274,0.2250709,0.2200892,0.22915696,0.23674642,0.2156794,0.19625257,0.18437564,0.17279004,0.16499557,0.1571867,0.14375591,0.13429248,0.11803092,0.103963464,0.09278792,0.08499346,0.0799686,0.075263865,0.07208061,0.06721401,0.0649084,0.06357036,0.061811477,0.061793495,0.06350921,0.063163914,0.061793495,0.06559181,0.066419095,0.06531485,0.06336893,0.06380416,0.06561699,0.07855142,0.09793148,0.100866556,0.07905139,0.05184808,0.03533114
0.09701711,0.107969604,0.11875117,0.12597127,0.13424249,0.134743,0.1306235,0.12406319,0.11506705,0.10344035,0.09456395,0.09014801,0.08223825,0.069221534,0.053953595,0.044002246,0.035477094,0.03173141,0.029241186,0.026763229,0.025721716,0.024104234,0.02361245,0.023062706,0.023395909,0.02351378,0.023686297,0.023653477,0.023835108,0.024236042,0.024539635,0.024604833,0.02473582,0.024145786,0.025524253,0.030004608,0.03497616,0.033122223,0.02673041,0.022576913,0.020814495
0.6179031,0.6585306,0.69526666,0.7036587,0.71690553,0.7021275,0.6103525,0.50405914,0.4590712,0.42129487,0.39867985,0.38724506,0.3723742,0.34481356,0.299199,0.2624512,0.22909656,0.2013048,0.17900331,0.16148756,0.15182349,0.14769211,0.14991862,0.15799738,0.17043355,0.18436828,0.19240533,0.20471977,0.22223379,0.23759988,0.24721095,0.24810854,0.24070899,0.23468974,0.2465757,0.28780326,0.34942788,0.3696365,0.3033545,0.20128104,0.12977536
0.37676916,0.43585706,0.4876175,0.5059123,0.53483355,0.5524615,0.4974002,0.43029436,0.409957,0.39119115,0.37901092,0.3794701,0.3749531,0.3520733,0.30871066,0.27316058,0.23840132,0.20903331,0.18099478,0.15645522,0.14198805,0.13185416,0.13196795,0.14359108,0.15631177,0.16924724,0.17834885,0.19151697,0.21302582,0.23354773,0.24430087,0.24474262,0.2343575,0.22402263,0.23856367,0.299168,0.3780087,0.3943562,0.31449896,0.1757597,0.08118812
0.93473864,1.0219989,1.1107017,1.1788386,1.2270366,1.2384497,1.2069291,1.1508087,1.0781641,0.981352,0.91850847,0.8763303,0.80494756,0.7028446,0.5720695,0.47997108,0.41049057,0.37185204,0.3492196,0.32699382,0.31146464,0.2952967,0.28524548,0.27953887,0.2775209,0.28043324,0.27963898,0.27943876,0.28377554,0.2885493,0.29155278,0.29266092,0.29007703,0.28884965,0.30386704,0.34765285,0.39132112,0.37394825,0.30947354,0.2659383,0.250305
0.9615662,1.0315363,1.1211454,1.1932751,1.2531109,1.2624292,1.201957,1.1330022,1.0869626,1.0377268,0.99976784,0.970478,0.9215216,0.8489354,0.74348307,0.65625954,0.57732797,0.5237638,0.4826733,0.44785732,0.41960648,0.39087448,0.3725376,0.34848297,0.3322723,0.3321835,0.34015134,0.358574,0.38068023,0.39967355,0.40704635,0.39917415,0.37472168,0.35601398,0.3772666,0.45751816,0.5430006,0.5273289,0.40543586,0.30729046,0.26587424
0.37399793,0.39490983,0.40676326,0.4062011,0.40875688,0.40639797,0.36506727,0.32589224,0.30892745,0.28221616,0.26917145,0.2534307,0.2437402,0.22374049,0.20449826,0.18423581,0.1699399,0.15958638,0.15204832,0.14401104,0.13706294,0.12860411,0.12379241,0.12466393,0.12489301,0.1291961,0.12575464,0.12426741,0.12835136,0.13335927,0.13759416,0.13802692,0.13231744,0.12973055,0.14121343,0.1727089,0.2064334,0.20654647,0.16159849,0.114273466,0.085118555
0.4305927,0.4408496,0.46186134,0.47212094,0.48673344,0.48202053,0.44919252,0.42474654,0.40959173,0.3786868,0.3515761,0.33759543,0.32610893,0.2983264,0.2635585,0.23502977,0.2174682,0.20146722,0.1928049,0.18623267,0.17520908,0.16636205,0.1592875,0.14456211,0.12247113,0.10884257,0.1034409,0.10524056,0.111185044,0.1186858,0.12430353,0.12467588,0.12308092,0.12567067,0.15387361,0.21537505,0.27030224,0.254831,0.16722439,0.09673983,0.06674179
0.34558,0.37292513,0.3971028,0.41553763,0.43405062,0.44002622,0.42200288,0.39611644,0.37947202,0.35210735,0.32383937,0.3053579,0.2897812,0.2733273,0.24862623,0.22578274,0.20240182,0.184305,0.16780277,0.14965463,0.13443819,0.118979484,0.11049227,0.10504091,0.10324793,0.10149742,0.09844976,0.09866278,0.10587335,0.11383418,0.119266175,0.12150141,0.116711535,0.111414894,0.12912454,0.17787011,0.22979662,0.21985695,0.15264796,0.09419489,0.06725073
0.3054595,0.30812794,0.32208672,0.32902646,0.33973858,0.3370768,0.31553328,0.29886955,0.2922203,0.2817888,0.2716124,0.2607382,0.24150231,0.21676275,0.1874084,0.16494387,0.14307845,0.13166521,0.12328036,0.11458264,0.109947674,0.10678097,0.105662085,0.10498012,0.10377302,0.10481089,0.10613261,0.107737504,0.11137871,0.115590826,0.1176498,0.116997644,0.11629223,0.11610296,0.120109834,0.13720092,0.1601272,0.15893811,0.12669756,0.09527915,0.079323605
0.3715226,0.40074328,0.42919466,0.4537333,0.4737273,0.47512707,0.4556984,0.42985064,0.41754067,0.39509532,0.37358558,0.3498628,0.31511235,0.27925184,0.2415287,0.21366882,0.18854597,0.17127804,0.15763682,0.14381804,0.13346078,0.124160774,0.118483596,0.11527711,0.11458647,0.11492311,0.1144877,0.11428425,0.11668627,0.119362526,0.12212141,0.124252595,0.12586212,0.12751707,0.13642849,0.16168226,0.18472943,0.16933964,0.12864016,0.10372188,0.09410947
0.18955363,0.19971761,0.20764415,0.2078057,0.21132474,0.21286777,0.20201106,0.18066892,0.16817781,0.15398577,0.14198281,0.13499604,0.12989151,0.120873414,0.10336422,0.08734261,0.07516252,0.06457168,0.05972213,0.054421887,0.048694625,0.041585788,0.04109062,0.04224992,0.04499432,0.04441546,0.04443332,0.043425165,0.04788999,0.05554617,0.05842908,0.059217036,0.057478447,0.059011236,0.07392838,0.10765658,0.14115371,0.14293219,0.1081031,0.06284727,0.028512063
0.6380301,0.68634886,0.71240366,0.7510134,0.77966106,0.7632468,0.7179496,0.6818575,0.66345406,0.6260253,0.5875012,0.54440707,0.48508355,0.4196445,0.34940705,0.30285934,0.2672839,0.24627149,0.23182845,0.213374,0.19313242,0.16897003,0.15390381,0.14187643,0.13764498,0.1395179,0.14035633,0.14074302,0.14318283,0.1483968,0.15311709,0.15805279,0.16403435,0.17081149,0.19101268,0.24075276,0.28219935,0.24650931,0.16075756,0.113721326,0.09818049
0.52467906,0.5473273,0.5660655,0.5670718,0.5723375,0.5765876,0.5283295,0.4554204,0.42387182,0.40354493,0.39612448,0.39075407,0.3731092,0.3477114,0.31703487,0.29566857,0.2693519,0.23439066,0.1963651,0.16172728,0.1436822,0.13499032,0.13877022,0.15363716,0.1704457,0.18764195,0.19982524,0.21356782,0.23037112,0.2456624,0.25597438,0.26023346,0.2567414,0.24305496,0.23401825,0.25093848,0.29147345,0.31120867,0.26652247,0.15947247,0.0721021
