0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0.063750006,0.06594075,0.06689893,0.06790993,0.068969995,0.07004002,0.06851,0.06431002,0.061085276,0.058546755,0.056115203,0.052690137,0.049459986,0.046149995,0.044239998,0.040740013,0.03799142,0.033972103,0.02956809,0.02659999,0.023340013,0.020699978,0.018519985,0.01719072,0.01576662,0.0140872,0.012225734,0.010690001,0.00926998,0.008459992,0.0082280375,0.007966836,0.007848687,0.0075868503,0.0074300235,0.007329994,0.007920001,0.008369976,0.008740478,0.009057204,0.009190029,0.008729988,0.008619998,0.009039985,0.011200004,0.015086068,0.020927535,0.02272553,0.018912846,0.013190005,0.0068999925,0.0034900242
0.049203027,0.05408849,0.058810607,0.06301626,0.06688998,0.070562996,0.071552016,0.06989299,0.06714731,0.064565554,0.06262366,0.059997134,0.057624023,0.05514998,0.052668996,0.049581,0.046171453,0.041131336,0.035312284,0.030655013,0.025785023,0.022208001,0.01960198,0.017913023,0.016191907,0.014542156,0.013020462,0.011761983,0.010226992,0.008378983,0.006597784,0.004934576,0.004304091,0.004395485,0.004674011,0.005241977,0.005892012,0.0063559744,0.0065379674,0.0065607494,0.0062883697,0.0058840117,0.005291992,0.005226983,0.0065930155,0.009330379,0.013272285,0.015142229,0.013610204,0.009952015,0.0051530204,0.002161026
0.03557041,0.05123361,0.067458786,0.07623032,0.08070368,0.08985763,0.09375551,0.080085434,0.06029256,0.043910343,0.039564557,0.03629303,0.032623928,0.029503716,0.030956427,0.034600575,0.03598812,0.03264411,0.025190884,0.018215656,0.012171375,0.008629216,0.0067258943,0.006139702,0.006712013,0.008095954,0.010292159,0.012532075,0.016039636,0.020840645,0.024865257,0.02927706,0.033474393,0.03719669,0.040390756,0.04549138,0.052698612,0.060189035,0.06474283,0.06798342,0.068352275,0.06709173,0.06316789,0.06009192,0.06341378,0.07573027,0.09819158,0.1140159,0.11787118,0.103710175,0.06691859,0.035990134
1.9528732,2.0869312,2.251818,2.339144,2.3781116,2.4511354,2.4710944,2.2709448,1.9680094,1.6514901,1.4849616,1.3944615,1.3323361,1.2745463,1.2434572,1.2056746,1.1434133,1.0340201,0.9085296,0.8077311,0.6940468,0.58616185,0.4961073,0.43741456,0.3839044,0.34781042,0.32606384,0.32000664,0.3303386,0.36166298,0.3985415,0.44571474,0.4901849,0.5272592,0.55695134,0.602564,0.6643756,0.7286523,0.76850086,0.7932926,0.7953099,0.7779064,0.7411269,0.71951526,0.75884616,0.8707374,1.068342,1.2249656,1.2540643,1.1119314,0.76354843,0.43814957
0.113418,0.1147,0.117804,0.11957799,0.110984005,0.09871801,0.091269016,0.08249998,0.06611199,0.046183005,0.038990974,0.03389099,0.027935982,0.025652992,0.02395598,0.01897902,0.015781986,0.014272002,0.014774005,0.014444987,0.015241994,0.014355977,0.013991992,0.013917022,0.014670001,0.01607699,0.016355991,0.013890002,0.01434501,0.018024975,0.018255975,0.01717398,0.019860003,0.021896997,0.022410976,0.022023996,0.024082026,0.025539981,0.027925014,0.029612012,0.027727975,0.027042018,0.029657999,0.032108996,0.038584974,0.05031199,0.06524801,0.072434,0.068663016,0.055205982,0.030291982,0.016608026
0.5756148,0.6318598,0.69318867,0.72714084,0.7458045,0.78349835,0.8087636,0.7683893,0.6890974,0.62070304,0.58985794,0.5672333,0.5485784,0.5325078,0.52287537,0.51353234,0.49702707,0.46275192,0.41890082,0.38382998,0.34864056,0.31403366,0.2771043,0.25072262,0.22410642,0.207496,0.1990224,0.19698,0.2008116,0.20905288,0.21633758,0.22347222,0.23237048,0.24250624,0.24999873,0.26339006,0.28462183,0.30752817,0.32043108,0.32825884,0.32723522,0.31825495,0.29782444,0.2810985,0.28737444,0.32360852,0.39746264,0.45440802,0.4747982,0.431092,0.29426062,0.16623412
0.4141315,0.42257574,0.43809965,0.43849722,0.4513804,0.45343485,0.46158504,0.44171074,0.4208761,0.39452314,0.36734512,0.36690956,0.3514952,0.3436797,0.3354971,0.32343236,0.30986226,0.2958998,0.26965705,0.25046483,0.23489587,0.216434,0.19963789,0.17930593,0.18809976,0.1684948,0.15397331,0.14268133,0.13119979,0.12430011,0.13501379,0.15668975,0.14479934,0.15195566,0.16615899,0.16608281,0.17581882,0.18387191,0.18138807,0.1857579,0.1979645,0.19616345,0.18888898,0.195633,0.23915789,0.2824611,0.3370319,0.37534088,0.3500582,0.29558483,0.1891009,0.09540468
1.5423048,1.6647191,1.8046496,1.9213914,2.0096304,2.0947888,2.0921922,1.9697524,1.8269721,1.6580075,1.5114225,1.4111178,1.3556546,1.306417,1.2591981,1.202957,1.1369582,1.0244955,0.89035904,0.78519833,0.6854026,0.59833866,0.52912074,0.49738768,0.47804865,0.4695709,0.458951,0.44655398,0.4262165,0.42099354,0.43127102,0.44233125,0.44355917,0.4388487,0.44029057,0.46479097,0.50875884,0.554751,0.5797814,0.5835518,0.57736874,0.5703617,0.54827195,0.55145955,0.62990123,0.7666646,0.96415603,1.0849404,1.071966,0.9334229,0.6392563,0.3317452
15.262534,16.199366,17.369833,17.966455,18.11096,18.772974,19.393011,18.446009,16.335167,14.015106,12.814823,12.157161,11.774589,11.4526005,11.15962,10.708492,10.212235,9.470671,8.719341,8.16332,7.5196,6.760615,5.924718,5.264599,4.6317863,4.1788754,3.8674066,3.7589328,3.7692575,3.921367,4.157982,4.4604445,4.7184205,4.939529,5.074267,5.324097,5.6731133,6.048338,6.2236195,6.2971864,6.201238,5.941785,5.3846087,5.015121,5.1543155,5.9260583,7.4343023,8.514663,8.927846,8.162352,5.67049,3.2245874
0.08471002,0.08871269,0.09225946,0.09626632,0.097945005,0.099967,0.09763299,0.09286102,0.08768988,0.08367787,0.080474906,0.07576566,0.07130602,0.06611501,0.061749987,0.055726,0.0498529,0.042675547,0.036460664,0.03205898,0.028135989,0.02514198,0.022458978,0.020734152,0.018783411,0.016587576,0.014497598,0.012800005,0.011178017,0.009944015,0.009190029,0.008815395,0.008674781,0.008628739,0.008398003,0.00839901,0.009237025,0.010061,0.010398282,0.010886139,0.011416276,0.01146502,0.011881988,0.0126759745,0.015908983,0.021592565,0.02911981,0.030097166,0.023291323,0.015064982,0.007316007,0.0034900242
1.4728533,1.555412,1.6906959,1.7721274,1.841916,1.9257194,1.9995552,1.964147,1.8328841,1.682758,1.5937072,1.5247247,1.467859,1.4238807,1.383688,1.3630598,1.3239155,1.2299572,1.1339883,1.050091,0.9431494,0.8354018,0.74891007,0.6713417,0.59563935,0.53706056,0.46614468,0.40167847,0.35423175,0.33486524,0.34043422,0.34743062,0.3536979,0.36265168,0.36888552,0.3761224,0.415177,0.46516696,0.48259503,0.5039937,0.5277527,0.529958,0.5175999,0.49452367,0.5413844,0.6676198,0.88899505,1.0579294,1.1107585,1.0039127,0.695552,0.38651672
0.11648745,0.11351834,0.10951684,0.0969216,0.086988345,0.07682419,0.06383085,0.044693895,0.026414659,0.01280027,0.0040769046,0.067661814,0.05500396,0.04129076,0.03409852,0.028535048,0.020332072,0.008201917,0.014607747,0.00889455,0.0061539016,0.0018702083,0.08549251,0.08093087,0.08426009,0.0913807,0.09934674,0.106978044,0.11872467,0.12501192,0.0018393729,0.011367321,0.019547144,0.0036863221,0.00814369,0.000407007,0.0035889943,0.006725258,0.008410454,0.009851721,0.010934618,0.011766804,0.013248284,0.015708234,0.018624306,0.02443695,0.03402604,0.03993045,0.04034106,0.034763336,0.020613141,0.009527366
0.109,0.11300002,0.11799998,0.114,0.11300002,0.114,0.11199999,0.10399999,0.09165001,0.08549998,0.081449986,0.0783,0.07430003,0.072100006,0.0696,0.06770001,0.06430001,0.0586,0.052400008,0.047899988,0.041899998,0.038400013,0.034100004,0.030900002,0.028149975,0.025300026,0.021649996,0.019400014,0.017199993,0.015599993,0.014699989,0.013599979,0.013799985,0.012100008,0.011400011,0.012100008,0.013700008,0.015700022,0.017349984,0.017600007,0.017199993,0.016700003,0.017100016,0.018300004,0.024400022,0.033299975,0.045000024,0.051449988,0.050399993,0.0412,0.024700006,0.012699975
0.1317,0.13998969,0.15210591,0.15936454,0.16730002,0.17749998,0.17959997,0.16710001,0.15287955,0.14444764,0.13788028,0.13258886,0.1312,0.12470002,0.12080002,0.115600005,0.11079677,0.09622505,0.082712755,0.073099986,0.0648,0.05440002,0.0506,0.044261403,0.03965595,0.040478177,0.039727688,0.037500013,0.03430001,0.03540002,0.03135003,0.030323982,0.032014,0.03041029,0.03209999,0.03209999,0.036300022,0.0387,0.04371442,0.041924477,0.039762285,0.03969998,0.03689999,0.036199994,0.04239999,0.05549521,0.07331838,0.08534956,0.08045483,0.05810001,0.032900017,0.017600007
0.327,0.33249998,0.337,0.3445,0.345,0.345,0.35000002,0.32999998,0.29749998,0.263,0.23900001,0.226,0.218,0.20600002,0.19899999,0.19399998,0.182,0.16800001,0.149,0.13399999,0.117,0.10099999,0.086799994,0.07730002,0.06439999,0.057799976,0.052950013,0.048399977,0.04609998,0.046900008,0.050899982,0.0538,0.059700012,0.061949994,0.06360001,0.065900005,0.07340002,0.07859998,0.08304999,0.08519999,0.08420001,0.08010001,0.076000005,0.07239999,0.080800004,0.10044999,0.131,0.15299998,0.15299998,0.12899998,0.08519999,0.050199986
0.11670902,0.12341998,0.11726999,0.118577,0.11747403,0.11677498,0.120137006,0.11155902,0.09130801,0.07480102,0.065305024,0.059995014,0.057123024,0.052698985,0.04886802,0.04909902,0.04774899,0.045488995,0.036378015,0.033436988,0.030105008,0.030999979,0.031036006,0.033960026,0.035483997,0.033935018,0.037148,0.037809003,0.036864016,0.035527017,0.03716098,0.032920998,0.030779997,0.026516015,0.026732022,0.025771989,0.027956009,0.03187402,0.035630014,0.03237502,0.03146002,0.031267006,0.028091008,0.031033993,0.03904099,0.047388025,0.062723,0.070033975,0.06994698,0.057592977,0.034660023,0.014006985
2.38556,2.461343,2.520788,2.5317352,2.5618122,2.673013,2.661539,2.4063761,2.034883,1.619584,1.426481,1.363093,1.282595,1.2102,1.150363,1.084178,1.007268,0.908253,0.80060506,0.6889241,0.57673603,0.49254704,0.41581398,0.3638,0.34312302,0.306955,0.263134,0.25707,0.250925,0.26702702,0.303967,0.343153,0.367525,0.396182,0.41032997,0.41700798,0.46854106,0.52283996,0.555839,0.59085804,0.6038731,0.605405,0.621397,0.687994,0.835413,1.081501,1.428809,1.637068,1.6121591,1.3909509,0.934689,0.53697705
0.20949602,0.21998814,0.23363839,0.23663786,0.23624702,0.24117602,0.24185902,0.22108099,0.19020765,0.16289145,0.14961535,0.14031358,0.13145903,0.123390995,0.117956005,0.113466,0.10922527,0.10033623,0.09006511,0.080099,0.070033975,0.062248018,0.05632602,0.05268399,0.049981277,0.047659557,0.046233125,0.04621601,0.04763402,0.049577024,0.05066072,0.051041655,0.052756786,0.053422347,0.054991987,0.057472017,0.061976008,0.067035995,0.06972604,0.070887834,0.07064078,0.06889799,0.064679995,0.06375202,0.070190005,0.08463155,0.10684183,0.12031688,0.121718355,0.10549901,0.07019303,0.039691977
0.396227,0.42674628,0.45183435,0.46638298,0.487575,0.503132,0.499499,0.46844706,0.42834917,0.39501408,0.37350094,0.3524678,0.336051,0.31954998,0.30459103,0.293631,0.28051895,0.25348774,0.22081222,0.19154999,0.16259299,0.142224,0.12727901,0.117761984,0.10890558,0.10168002,0.09401311,0.08759001,0.08269702,0.07986498,0.0790844,0.07803217,0.079259925,0.083110966,0.090072,0.10314899,0.12165499,0.13966301,0.14946815,0.15154293,0.14541717,0.13231601,0.111421004,0.099939026,0.116016015,0.15538661,0.21105793,0.23858441,0.21674342,0.16263601,0.089866005,0.043492
0.02691343,0.026576307,0.025915252,0.024989022,0.02412478,0.023453342,0.02257967,0.021383656,0.019953886,0.018743092,0.01779392,0.017019855,0.016259035,0.015700499,0.015163315,0.014501837,0.013836649,0.01291381,0.011987369,0.011285782,0.010536618,0.0098821325,0.009201315,0.008635415,0.008010653,0.007386843,0.006712066,0.00620842,0.0056616464,0.005186558,0.0048238435,0.004565557,0.004328834,0.0041657556,0.004095713,0.0040239757,0.0040050615,0.0040132734,0.0039982796,0.00388262,0.0038051077,0.0037467745,0.0037144555,0.0038904084,0.0042565665,0.0049246154,0.005959511,0.006571399,0.0063232845,0.0053856107,0.0036855275,0.0024790235
0.0155369975,0.01657417,0.01787795,0.019076454,0.019814014,0.020484025,0.020532025,0.019940006,0.01927736,0.01836247,0.017261028,0.015842544,0.014720016,0.013814979,0.013178985,0.0123529965,0.011163341,0.009243277,0.0072070756,0.005799982,0.0044859783,0.0035540264,0.002895991,0.0025264423,0.0021088917,0.001780192,0.0014030669,0.0010969904,0.0008089807,0.00057999295,0.00045516755,0.00039259592,0.00042714013,0.0005024274,0.000532998,0.00057702593,0.0006960233,0.00081099407,0.00088225474,0.0009289848,0.0009152095,0.00089301006,0.0008729829,0.0009449853,0.001274003,0.0019601185,0.0029346677,0.0032396317,0.0026497312,0.0017009841,0.0007120239,0.00024297503
0.026651012,0.028755188,0.03096713,0.03300264,0.03463401,0.035806973,0.036802027,0.036770027,0.03493722,0.032840304,0.032756913,0.03214513,0.03125498,0.029995019,0.028052012,0.025483979,0.023511464,0.020959748,0.018731594,0.017090002,0.015297996,0.0136830015,0.012093014,0.010881954,0.009413455,0.0080696745,0.0069522858,0.0060040154,0.0049470267,0.004355007,0.004023605,0.0038230685,0.0038090812,0.0035734177,0.0034570165,0.0033840074,0.0036160152,0.004025989,0.0042585796,0.0043666097,0.004643652,0.0047050053,0.0045339796,0.0044680173,0.005095005,0.0069417423,0.009590838,0.010642794,0.009221766,0.006676992,0.0037719938,0.002062003
0.012717989,0.013578627,0.014622105,0.015575886,0.016286002,0.01693201,0.017093023,0.016589006,0.01580837,0.01471387,0.013537301,0.012356864,0.011497974,0.010732015,0.010183017,0.009486993,0.008568446,0.007112026,0.0055975383,0.0044879913,0.003469997,0.0027739736,0.0022969777,0.002002822,0.0017180443,0.0014739037,0.0012483597,0.0010729895,0.0009039773,0.0007970068,0.00075176026,0.0007457733,0.0007692973,0.0007827017,0.0007830196,0.0008040004,0.0008530087,0.000895977,0.00094683963,0.0010110007,0.0010373328,0.0010110007,0.0009549989,0.0009810129,0.0012539758,0.001763079,0.002542019,0.0028642018,0.0024466515,0.0017339919,0.00085597567,0.0003569921
0.076517,0.08150821,0.08696641,0.08993832,0.093459025,0.09787602,0.09996298,0.095842995,0.09074407,0.0868961,0.085688435,0.08310991,0.07964097,0.07420402,0.06872998,0.063090004,0.05779971,0.051156573,0.04501364,0.040614977,0.036263995,0.032776993,0.029877027,0.028053442,0.025948683,0.02377118,0.021015698,0.018606981,0.01618502,0.014269988,0.012576739,0.011092504,0.010665576,0.010433939,0.010109001,0.010011991,0.010494974,0.011253993,0.011759758,0.011930678,0.01216809,0.012115002,0.011600018,0.011187977,0.013082981,0.017760225,0.025544591,0.028536532,0.023790995,0.016775979,0.008364995,0.0037149854
